               data_ora  rad  temperatura elevazione
2023-04-07 23:22:59.107 4834        40.35         20
2023-04-07 23:22:59.315 4825        40.35         20
2023-04-07 23:22:59.523 4843        40.35         20
2023-04-07 23:22:59.732 4841        40.35         20
2023-04-07 23:22:59.908 4842        40.35         20
2023-04-07 23:23:00.114 4833        40.35         20
2023-04-07 23:23:00.324 4856        40.35         20
2023-04-07 23:23:00.532 4830        40.35         20
2023-04-07 23:23:00.740 4820        40.35         20
2023-04-07 23:23:00.948 4835        40.35         20
2023-04-07 23:23:01.152 4828        40.35         20
2023-04-07 23:23:01.349 4849        40.35         20
2023-04-07 23:23:01.557 4829        40.35         20
2023-04-07 23:23:01.765 4838        40.35         20
2023-04-07 23:23:01.973 4843        40.35         20
2023-04-07 23:23:02.182 4837        40.35         20
2023-04-07 23:23:02.400 4837        40.35         20
2023-04-07 23:23:02.614 4825        40.35         20
2023-04-07 23:23:02.822 4846        40.35         20
2023-04-07 23:23:03.031 4850        40.35         20
2023-04-07 23:23:03.238 4844        40.35         20
2023-04-07 23:23:03.447 4843        40.35         20
2023-04-07 23:23:03.655 4828        40.35         20
2023-04-07 23:23:03.831 4840        40.35         20
2023-04-07 23:23:04.038 4829        40.35         20
2023-04-07 23:23:04.248 4851        40.35         20
2023-04-07 23:23:04.456 4864        40.35         20
2023-04-07 23:23:04.664 4838        40.35         20
2023-04-07 23:23:04.871 4858        40.35         20
2023-04-07 23:23:05.073 4844        40.35         20
2023-04-07 23:23:05.273 4860        40.35         20
2023-04-07 23:23:05.481 4848        40.35         20
2023-04-07 23:23:05.688 4857        40.35         20
2023-04-07 23:23:05.898 4861        40.35         20
2023-04-07 23:23:06.106 4857        40.35         20
2023-04-07 23:23:06.322 4852        40.35         20
2023-04-07 23:23:06.538 4863        40.35         20
2023-04-07 23:23:06.746 4859        40.35         20
2023-04-07 23:23:06.953 4864        40.35         20
2023-04-07 23:23:07.163 4869        40.35         20
2023-04-07 23:23:07.371 4857        40.35         20
2023-04-07 23:23:07.579 4861        40.35         20
2023-04-07 23:23:07.788 4854        40.35         20
2023-04-07 23:23:07.964 4878        40.35         20
2023-04-07 23:23:08.172 4889        40.35         20
2023-04-07 23:23:08.379 4895        40.35         20
2023-04-07 23:23:08.603 4897        40.35         20
2023-04-07 23:23:08.793 4900        40.35         20
2023-04-07 23:23:08.993 4878        40.35         20
2023-04-07 23:23:09.195 4897        40.35         20
2023-04-07 23:23:09.419 4877        40.35         20
2023-04-07 23:23:09.611 4847        40.35         20
2023-04-07 23:23:09.820 4862        40.35         20
2023-04-07 23:23:10.028 4873        40.32         20
2023-04-07 23:23:10.240 4858        40.32         20
2023-04-07 23:23:10.458 4849        40.35         20
2023-04-07 23:23:10.669 4844        40.32         20
2023-04-07 23:23:10.876 4850        40.32         20
2023-04-07 23:23:11.085 4851        40.35         20
2023-04-07 23:23:11.293 4870        40.32         20
2023-04-07 23:23:11.500 4840        40.32         20
2023-04-07 23:23:11.710 4835        40.32         20
2023-04-07 23:23:11.886 4858        40.32         20
2023-04-07 23:23:12.094 4827        40.32         20
2023-04-07 23:23:12.302 4835        40.32         20
2023-04-07 23:23:12.510 4838        40.32         20
2023-04-07 23:23:12.715 4838        40.35         20
2023-04-07 23:23:12.915 4839        40.32         20
2023-04-07 23:23:13.118 4871        40.32         20
2023-04-07 23:23:13.327 4855        40.32         20
