RAL10
Sampling=1
Gain=5
Zero_base=6877
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 08:43:20.820 15405 40.84
04/18/2023 08:43:21.022 15405 40.84
04/18/2023 08:43:21.230 15397 40.84
04/18/2023 08:43:21.439 15396 40.84
04/18/2023 08:43:21.647 15390 40.84
04/18/2023 08:43:21.855 15394 40.84
04/18/2023 08:43:22.064 15390 40.84
04/18/2023 08:43:22.271 15398 40.84
04/18/2023 08:43:22.484 15400 40.84
04/18/2023 08:43:22.701 15405 40.84
04/18/2023 08:43:22.912 15403 40.84
04/18/2023 08:43:23.120 15390 40.84
04/18/2023 08:43:23.328 15381 40.84
04/18/2023 08:43:23.536 15403 40.84
04/18/2023 08:43:23.744 15385 40.84
04/18/2023 08:43:23.920 15400 40.84
04/18/2023 08:43:24.128 15394 40.84
04/18/2023 08:43:24.337 15398 40.84
04/18/2023 08:43:24.545 15414 40.84
04/18/2023 08:43:24.745 15391 40.84
04/18/2023 08:43:24.946 15386 40.84
04/18/2023 08:43:25.155 15389 40.84
04/18/2023 08:43:25.362 15400 40.84
04/18/2023 08:43:25.570 15399 40.84
04/18/2023 08:43:25.779 15384 40.84
04/18/2023 08:43:25.987 15391 40.84
04/18/2023 08:43:26.195 15394 40.84
04/18/2023 08:43:26.404 15403 40.84
04/18/2023 08:43:26.611 15404 40.84
04/18/2023 08:43:26.819 15390 40.84
04/18/2023 08:43:27.040 15393 40.84
04/18/2023 08:43:27.252 15384 40.84
04/18/2023 08:43:27.461 15404 40.84
